;dlwrf_s1_1;dlwrf_s2_1;dlwrf_s3_1;dlwrf_s4_1;dlwrf_s5_1;dswrf_s1_1;dswrf_s2_1;dswrf_s3_1;dswrf_s4_1;dswrf_s5_1;pres_ms1_1;pres_ms2_1;pres_ms3_1;pres_ms4_1;pres_ms5_1;pwat_ea1_1;pwat_ea2_1;pwat_ea3_1;pwat_ea4_1;pwat_ea5_1;spfh_2m1_1;spfh_2m2_1;spfh_2m3_1;spfh_2m4_1;spfh_2m5_1;tmin_2m1_1;tmin_2m2_1;tmin_2m3_1;tmin_2m4_1;tmin_2m5_1;tmp_sfc1_1;tmp_sfc2_1;tmp_sfc3_1;tmp_sfc4_1;tmp_sfc5_1;ulwrf_s1_1;ulwrf_s2_1;ulwrf_s3_1;ulwrf_s4_1;ulwrf_s5_1;ulwrf_t1_1;ulwrf_t2_1;ulwrf_t3_1;ulwrf_t4_1;ulwrf_t5_1;uswrf_s1_1;uswrf_s2_1;uswrf_s3_1;uswrf_s4_1;uswrf_s5_1;dlwrf_s1_2;dlwrf_s2_2;dlwrf_s3_2;dlwrf_s4_2;dlwrf_s5_2;dswrf_s1_2;dswrf_s2_2;dswrf_s3_2;dswrf_s4_2;dswrf_s5_2;pres_ms1_2;pres_ms2_2;pres_ms3_2;pres_ms4_2;pres_ms5_2;pwat_ea1_2;pwat_ea2_2;pwat_ea3_2;pwat_ea4_2;pwat_ea5_2;spfh_2m1_2;spfh_2m2_2;spfh_2m3_2;spfh_2m4_2;spfh_2m5_2;tmin_2m1_2;tmin_2m2_2;tmin_2m3_2;tmin_2m4_2;tmin_2m5_2;tmp_sfc1_2;tmp_sfc2_2;tmp_sfc3_2;tmp_sfc4_2;tmp_sfc5_2;ulwrf_s1_2;ulwrf_s2_2;ulwrf_s3_2;ulwrf_s4_2;ulwrf_s5_2;ulwrf_t1_2;ulwrf_t2_2;ulwrf_t3_2;ulwrf_t4_2;ulwrf_t5_2;uswrf_s1_2;uswrf_s2_2;uswrf_s3_2;uswrf_s4_2;uswrf_s5_2;dlwrf_s1_3;dlwrf_s2_3;dlwrf_s3_3;dlwrf_s4_3;dlwrf_s5_3;dswrf_s1_3;dswrf_s2_3;dswrf_s3_3;dswrf_s4_3;dswrf_s5_3;pres_ms1_3;pres_ms2_3;pres_ms3_3;pres_ms4_3;pres_ms5_3;pwat_ea1_3;pwat_ea2_3;pwat_ea3_3;pwat_ea4_3;pwat_ea5_3;spfh_2m1_3;spfh_2m2_3;spfh_2m3_3;spfh_2m4_3;spfh_2m5_3;tmin_2m1_3;tmin_2m2_3;tmin_2m3_3;tmin_2m4_3;tmin_2m5_3;tmp_sfc1_3;tmp_sfc2_3;tmp_sfc3_3;tmp_sfc4_3;tmp_sfc5_3;ulwrf_s1_3;ulwrf_s2_3;ulwrf_s3_3;ulwrf_s4_3;ulwrf_s5_3;ulwrf_t1_3;ulwrf_t2_3;ulwrf_t3_3;ulwrf_t4_3;ulwrf_t5_3;uswrf_s1_3;uswrf_s2_3;uswrf_s3_3;uswrf_s4_3;uswrf_s5_3;dlwrf_s1_4;dlwrf_s2_4;dlwrf_s3_4;dlwrf_s4_4;dlwrf_s5_4;dswrf_s1_4;dswrf_s2_4;dswrf_s3_4;dswrf_s4_4;dswrf_s5_4;pres_ms1_4;pres_ms2_4;pres_ms3_4;pres_ms4_4;pres_ms5_4;pwat_ea1_4;pwat_ea2_4;pwat_ea3_4;pwat_ea4_4;pwat_ea5_4;spfh_2m1_4;spfh_2m2_4;spfh_2m3_4;spfh_2m4_4;spfh_2m5_4;tmin_2m1_4;tmin_2m2_4;tmin_2m3_4;tmin_2m4_4;tmin_2m5_4;tmp_sfc1_4;tmp_sfc2_4;tmp_sfc3_4;tmp_sfc4_4;tmp_sfc5_4;ulwrf_s1_4;ulwrf_s2_4;ulwrf_s3_4;ulwrf_s4_4;ulwrf_s5_4;ulwrf_t1_4;ulwrf_t2_4;ulwrf_t3_4;ulwrf_t4_4;ulwrf_t5_4;uswrf_s1_4;uswrf_s2_4;uswrf_s3_4;uswrf_s4_4;uswrf_s5_4;salida
703;294,0448026;223,7023718;223,1362263;236,1008439;237,0575853;0;50;260;580;381;102776,7734;102891,1335;102782,3835;102431,5249;102450,9112;7,130055211;4,127272693;4,109090848;4,063636346;3,729920539;0,002712818;0,002463455;0,002465525;0,002638149;0,002731883;272,9091852;271,7485574;271,7502386;278,7396018;278,4112577;272,5971347;274,690291;283,5367182;284,1174816;275,9117598;319,5934143;310,7617021;329,0601807;371,8908303;359,9266135;230,8985069;240,1309357;247,3923687;268,844266;268,3872792;0;17;71,81818182;142,3636364;97,27272727;273,1357117;216,1569172;219,4089536;237,4644803;237,8757671;0;50;250;560;368,0909091;102811,2763;102843,5419;102680,1577;102310,6243;102309,5156;6,130055211;4,127272693;4,409091039;4,190909039;3,61173866;0,002553727;0,002332546;0,002342798;0,002536331;0,002364611;271,6637351;270,8231007;270,8256975;278,9486944;276,5085311;271,0698631;274,2357427;283,5003551;284,3447488;273,757216;314,9570507;306,7617021;326,6056352;371,9817394;358,8357045;226,080325;238,3127539;245,756005;267,2079024;266,7509155;0;15,81818182;67,36363636;136,5454545;93,45454545;243,8629844;208,6114627;213,4089536;230,3735712;228,8757671;0;40;240;550;358,0909091;102837,2841;102788,8366;102593,0305;102245,6491;102285,7628;5,239146146;4,381818251;4,381818295;3,563636303;3,039011457;0,002423727;0,002198909;0,002160071;0,002236331;0,002118247;269,4410012;269,18128;269,1820623;277,8259638;274,3758046;268,8880449;272,8448375;282,2639909;282,3538402;271,2117642;303,320687;299,3071566;319,9692716;364,0726485;349,0175226;223,4439614;236,1309357;241,5741868;260,4806297;259,4781883;0;15,72727273;71,09090909;146,2727273;99,09090909;211,4993466;202,2478263;206,3180445;219,4644803;217,8757671;0;40;239,0909091;536,3636364;348,2727273;102884,1179;102787,7884;102567,2131;102242,1001;102327,4212;5,066418908;4,636363636;4,390909108;3,109090913;3,184465994;0,002235546;0,002147091;0,002350071;0,002490876;0,002567338;267,0782748;267,0176475;267,0175143;274,8177823;273,3385343;266,6153204;269,9993758;278,3458085;278,7447538;270,6935813;289,7752325;289,4889748;306,6965443;344,7090121;333,6538863;230,1712341;230,9491175;234,3923687;250,2988143;249,841826;0;17,27272727;87,27272727;177,4545455;117,1818182;10651800
704;220,8334975;218,4960646;225,4736189;248,3530246;249,9031067;0;50;270;580;380,2727273;102643,9063;102621,0064;102430,3885;102020,4325;101979,2649;2,769251043;2,816986366;3,180981159;4,318617691;5,413330685;0,002282389;0,002482727;0,002988281;0,003021232;0,003272837;274,4952753;274,3639471;274,3642106;283,8222101;280,999484;272,3206843;276,9623663;287,4477206;287,3458807;278,339189;314,425723;315,9982133;340,2902638;391,0963662;377,6829862;250,4372101;246,7296545;254,5887326;276,4020164;273,9754278;0;16;64,36363636;129;89;220,8334975;218,4051555;225,2008917;247,3530246;248,3576521;0;50;260;561,8181818;369,9090909;102565,478;102551,407;102349,9524;101967,0455;101947,3118;2,99652377;2,944259145;3,435526609;4,309526747;5,522421663;0,002353298;0,002489091;0,002872827;0,00304305;0,003286473;273,6070917;273,4830433;273,4823941;283,3158375;280,3340204;271,4297735;276,37146;286,4568121;286,536782;277,5755477;308,8802684;312,5436679;336,7448092;386,2781844;373,1375316;247,1644828;244,7296545;251,4069145;270,3111073;267,7027005;0;15,09090909;65;131,1818182;89,90909091;215,8334975;212,4051555;218,3827098;239,8984791;240,6303794;0;40;250;550;359,8181818;102474,8153;102503,6974;102289,8068;101913,8928;101919,4538;2,641978286;2,698804552;3,271890185;4,100435842;4,986058105;0,002083298;0,002239091;0,002552827;0,002757596;0,003001928;272,6098161;272,3966814;272,3960294;281,7558427;278,4285694;270,2661438;275,0896384;285,3931746;284,9276955;275,4482783;303,3348139;306,9982133;330,7448092;378,6418207;364,5920771;243,7099374;241,1841999;247,4069145;263,4020164;259,8845187;0;15;66;135,7272727;92,18181818;211,1062248;206,9506101;212,7463462;235,9893882;237,0849249;0;40;240;526,3636364;338,0909091;102424,255;102461,2685;102243,4588;101914,1974;101938,843;2,469251047;2,680622686;3,390072042;4,254981301;4,976967205;0,00215148;0,0024;0,002754645;0,002878505;0,002947383;271,598913;271,2503135;271,2496643;279,2058438;274,8222046;269,4025047;273,2441822;282,3386314;281,9458757;272,0664617;299,7893594;301,9982133;321,8357183;363,4600026;348,9557134;240,346301;237,5478363;242,4978235;246,402015;241,6117901;0;15;74;143,6363636;94,63636364;12588300
705;243,3925268;230,3890755;234,178772;247,2177235;244,9237629;0;50;260;570;376,5454545;102456,4155;102748,1136;102789,5689;102603,1364;102687,6172;5,514708779;5,244639267;5,144608238;4,970073613;4,722279592;0,003531773;0,003480418;0,003350089;0,003146852;0,003072283;275,7774214;274,5133195;274,5133195;281,0875189;278,5054405;274,4494435;276,9022328;285,8466464;285,7650313;276,4038669;327,9886613;321,8330661;339,898898;382,5797951;368,8718234;249,6361528;246,8792156;251,015109;265,0235762;261,5199807;0;15;61,27272727;125,5454545;86,81818182;237,3925268;227,6618028;231,5424083;244,763178;243,6510357;0;50;250;558,1818182;361,7272727;102544,1989;102805,6861;102845,8168;102651,1229;102711,4126;5,66925426;5,317366513;4,971880999;4,879164609;4,849552328;0,003441773;0,003076781;0,002880089;0,002893216;0,002852283;274,2892428;273,61514;273,61514;281,0911532;278,1527127;273,4039834;276,0204135;285,3557379;285,5013955;275,7765864;324,9886613;317,3785206;335,9898071;380,8525224;366,7809143;248,6361528;243,0610338;247,1060181;262,4781217;259,5199807;0;14;62;128,4545455;88;228,6652541;219,2981664;224,0878629;240,4904508;239,5601266;0;40;240;540;350,7272727;102606,1619;102833,5114;102828,2734;102668,1115;102742,1754;4,941981489;4,281002868;4,653699138;5,133710038;5,1040978;0,003089955;0,002591327;0,002633725;0,002775034;0,002704102;272,6483376;272,2796853;272,2796853;280,4866111;276,479986;271,6585249;274,665863;284,2739202;284,2650257;274,0947654;314,1704795;309,8330661;329,5352617;374,4888861;360,2354598;245,1816073;239,8792156;244,2878362;259,7508489;256,1563457;0;14;64;132,8181818;90,09090909;219,0288904;212,2981664;217,9969538;233,763178;232,1964902;0;40;230;529,0909091;339,1818182;102742,6129;102925,4091;102867,5618;102713,5071;102771,3693;4,269254251;4,53554834;4,890062766;5,079164505;4,904097817;0,002729955;0,002444054;0,002563725;0,002748671;0,002733192;270,8110657;270,725142;270,725142;278,3311518;274,3009005;269,9767068;273,1294972;282,1830056;281,5559359;271,8220409;303,625025;303,2876115;321,7170799;362,0343406;347,6900052;240,1816073;236,1519429;240,4696544;254,0235721;250,2472548;0;12;59;124,8181818;84,27272727;12330300
706;231,3836226;240,0158386;249,5322751;267,6229525;268,3132102;0;40,90909091;230,9090909;543,6363636;352,0909091;102362,4141;102422,2983;102299,7415;102061,3999;102096,3324;4,594621355;5,157953046;6,000723665;6,597404913;6,058208769;0,002403117;0,002602216;0,003050437;0,003725866;0,003581159;272,8903004;274,4218833;274,4225492;283,7479609;279,4934165;271,5892195;277,9937467;287,6126487;288,400288;276,8241244;306,7589417;317,4359325;342,2900585;395,0197809;379,5235679;227,7863645;203,3122392;202,9794478;236,5944949;229,0944672;0;9,818181818;50,81818182;116,8181818;78,18181818;230,5654408;237,379475;242,441366;258,5320435;255,7677557;0;40;236,3636364;547,2727273;357,5454545;102335,5781;102370,9091;102278,6371;102064,9631;102178,3686;4,867348628;5,330680414;6,182541847;6,106495727;4,940026933;0,00240039;0,002614034;0,0032168;0,003400412;0,003068432;272,9021163;274,5118824;274,5125455;283,6134144;279,5352339;272,0892168;276,9391951;287,2671953;287,2730186;276,742304;308,3043962;316,7995689;340,0173312;391,3834173;375,4326588;227,1500008;208,4940574;222,0703569;259,7763131;257,1853763;0;10,54545455;57,27272727;125,3636364;85,90909091;225,2927135;227,9249295;232,8050024;245,7138616;243,313213;0;40;230;540;350,4545455;102303,1854;102337,7749;102282,3587;102097,3707;102212,6378;4,958257719;5,33068037;5,264360124;4,151950381;5,049117869;0,002284936;0,002448579;0,002910437;0,002920412;0,002884796;272,2857583;273,3373358;273,3380071;281,680689;277,7770524;271,598311;275,7119196;285,4853765;285,0730147;274,9695767;308,3953053;311,7995689;334,2900585;379,5652355;364,7053861;229,9681827;223,6758756;234,9794478;261,1399481;259,9126504;0;12,72727273;62,09090909;132,2727273;90,18181818;218,8381681;218,9249295;222,441366;236,8047707;239,8586675;0;40;230;525,4545455;339,0909091;102258,1229;102325,9631;102304,3388;102124,1918;102208,2607;4,376439528;4,267044067;3,455269142;6,051950368;6,967299635;0,002242208;0,002314034;0,002605891;0,002950412;0,003144796;272,4757579;272,335513;272,33437;279,5043196;276,5779585;271,0892223;274,0573814;283,1126515;282,8184648;273,851396;307,0316689;307,7995689;326,6536948;367,2015991;353,9781133;235,4227281;235,7667847;242,7067205;260,7763117;256,7308322;0;12;59,45454545;125,8181818;84,27272727;10459500
707;256,6819666;257,6531053;267,3962763;301,9672408;312,502705;0;37,27272727;205,4545455;440;274,2727273;101955,0348;101892,8622;101687,6861;101338,2223;101262,8892;6,090909048;6,132333539;9,309090961;17,26579744;24,42902097;0,003469708;0,003960196;0,004761621;0,005210355;0,005897798;275,1041981;275,2520585;275,2526467;285,5616843;284,7863575;273,4012063;279,4829046;289,1306347;289,244235;282,8715293;319,4372087;322,8805736;348,918543;400,6398288;389,119296;189,0558361;176,4205863;172,4422524;165,8324405;160,7860856;0;8,454545455;42,72727273;85,63636364;52,72727273;232,2274253;239,6531053;249,0326399;280,5126953;292,5936141;0;40;229,0909091;489,0909091;302,3636364;101935,1207;101872,2351;101659,5547;101303,0817;101238,9183;4,299999974;5,486879002;6,181818095;10,3203431;19,30174845;0,002913344;0,003187469;0,004019802;0,004596719;0,005093253;274,0060175;274,5184187;274,5181052;284,8516846;283,5854464;271,6830278;278,1829002;288,2124467;288,1115057;281,5715332;309,9826632;316,6987554;343,2821794;395,1852833;383,3011142;236,5103815;217,1478591;216,0786161;202,1960768;179,5133584;0;11,27272727;54,36363636;106,5454545;65,27272727;224,2274253;222,6531053;235,4871854;268,6036044;275,8663413;0;40;225,4545455;494,5454545;310,3636364;101918,8892;101832,8757;101595,5845;101248,2876;101208,0376;2,672727238;4,177788128;5,654545437;6,620342905;11,39265754;0,002466981;0,002658378;0,003373439;0,004071264;0,004556889;273,4778331;273,543876;273,5444697;283,3971391;281,4545316;270,8102944;276,4829046;286,5033597;286,4515048;279,4988043;308,1644814;310,3351191;335,918543;385,912556;374,0283869;248,8740179;237,5114954;230,7149797;215,1051677;193,2406311;0;12,81818182;58,27272727;116,4545455;73,54545455;221,954698;216,4712871;225,4871854;259,7854226;265,1390686;0;40;229,0909091;490,9090909;310;101870,1754;101745,093;101472,9801;101131,968;101114,0597;2,518181823;2,886879011;4,609090935;5,838524775;7,32902128;0,002399708;0,002451105;0,002957984;0,003543991;0,004133253;273,8496565;273,5720576;273,5708258;282,5171398;280,4109025;271,6012102;275,110174;285,0669944;285,3751415;278,5897134;310,8917542;310,7896645;332,5549067;379,1852833;368,3011142;248,1467452;249,1478591;248,7149797;220,7415314;203,4224493;0;12;58,72727273;113,1818182;72,81818182;10190700
708;345,4042802;324,4780051;321,7123857;306,4014809;303,6466703;0;30;200;503,6363636;324,5454545;100835,4013;100844,5518;100833,4411;100734,0249;100857,9034;26,34545482;18,36427862;10,1227951;8,007919702;7,625177687;0,008332152;0,008596418;0,006342699;0,004697514;0,004752538;284,3419411;284,572199;284,5725236;291,7027754;287,1990467;283,7521557;285,7097445;292,7857611;292,1600425;284,9269049;367,2118558;368,8484247;384,6566828;418,4639199;405,4327393;121,3201773;177,9095847;191,5770694;220,8029286;206,8232089;0;6,363636364;41,90909091;104,4545455;69;341,8588257;325,1143688;316,4396584;296,0378446;292,4648521;0;32,72727273;218,1818182;528,1818182;344,5454545;100763,875;100681,3324;100660,277;100555,7138;100698,7408;26,81818182;17,41882454;10,86824972;8,40791971;8,170632276;0,007988515;0,008381873;0,00642179;0,00511115;0,005051629;282,7028503;283,8031117;283,8034307;291,3882252;286,9508639;283,0976063;285,1642872;292,7221208;291,8664107;284,4359908;360,6664013;365,3029702;382,2930464;417,2821017;403,9781938;119,9565409;233,5459484;247,6679812;277,3483845;261,6413921;0;7,909090909;51,09090909;120,7272727;81,45454545;326,3133711;337,9325506;325,985113;283,2196628;278,1012157;0;15,45454545;179,0909091;520;340;100747,8374;100585,0959;100457,9865;100379,7685;100539,9773;25,2272729;17,77336953;9,631885875;7,235192429;6,897904916;0,006959424;0,007742782;0,005984517;0,004466605;0,004383447;280,2919422;281,3358404;281,3361594;289,2800432;285,0763161;280,8066989;283,1733787;290,6584833;289,7909463;282,335993;347,8482194;355,4847884;371,1112282;405,6457381;392,8872847;124,6838136;251,0914029;261,2134372;282,1665649;278,7323026;0;3,363636364;43,27272727;126,9090909;86,45454545;310,131553;320,5689142;307,2578402;274,9469355;271,0103066;0;19,09090909;188,1818182;509,0909091;330;100721,892;100490,4247;100236,9318;100177,4787;100372,1939;22,70909101;17,07336963;8,777340412;7,32610152;7,070632328;0,005918515;0,006647328;0,005575426;0,004254787;0,004263447;278,9901234;279,2503856;279,2497975;287,0655074;283,3899508;278,8976108;280,6006497;288,4948536;288,2982205;280,6723577;340,8482194;344,4847884;359,4748646;395,4639199;383,7963756;129,8656325;239,9095847;252,5770694;276,1665649;273,9141208;0;5,272727273;45,27272727;119,6363636;81,09090909;2570400
709;319,8161399;327,2390719;339,5306008;336,7145857;308,7323109;0;18,18181818;80;426,3636364;300,9090909;100894,5476;100869,0938;100709,1165;100564,8622;100776,9446;20,22791516;23,86846612;25,70063539;12,47627354;8,687263012;0,007675528;0,008492732;0,009500006;0,005409;0,003948986;284,6495195;284,5094188;284,5069108;289,9072377;286,6976485;283,4632374;285,6622148;290,5521129;292,256528;284,2648343;366,898407;368,2105741;379,6518055;418,2097667;404,3620134;130,7609579;115,7163835;121,8496142;219,0869487;244,9250974;0;2,909090909;13,27272727;85,81818182;65,54545455;300,1797763;313,8754356;325,2578735;337,8054948;310,0959473;0;20;87,27272727;347,2727273;254,5454545;100860,5831;100802,1307;100653,6009;100299,7997;100497,8175;18,51882432;20,22301188;22,14609007;13,13081906;10,16908104;0,004781891;0,005990914;0,007893642;0,005785363;0,003408077;283,304976;283,2248674;283,2260076;287,8836004;286,6840099;281,8996027;284,0894886;288,1884738;292,2928938;284,2011996;358,4438615;359,9378468;371,4699873;408,9370395;400,2711043;143,3973222;118,170929;124,7587051;217,9960397;243,6523701;0;3,545454545;15,36363636;71,90909091;58,09090909;278,6343217;298,5117992;306,4396917;329,1691312;309,3686745;0;20;126,3636364;364,5454545;256,3636364;100794,6449;100760,4467;100547,4482;100115,831;100280,0717;14,10973349;16,26846643;17,08245364;15,33991007;11,80544463;0,004254619;0,004327277;0,005741824;0,006257181;0,004248986;281,258606;281,2775934;281,2769193;286,7454224;285,7021901;279,6814159;282,0167569;288,2884743;291,0383495;283,383015;347,9893161;349,5742104;363,8336237;404,0279486;395,8165588;174,3064131;124,0800199;132,1223415;215,359676;237,1978247;0;3,727272727;24,90909091;78,54545455;60,09090909;259,5434126;278,8754356;285,1669644;308,8054948;310,0959473;0;20;159,0909091;397,2727273;250,9090909;100731,7876;100677,7443;100454,2237;100145,2386;100259,1264;8,64609701;12,79573917;14,50972678;16,38536453;15,07817199;0,003780073;0,003950914;0,004451824;0,00580809;0,005842622;279,3431563;279,3175992;279,316914;285,8426874;283,4503673;277,8450539;280,0349426;288,4975669;288,7747081;281,8011891;341,4438615;340,3014832;356,3790783;397,9370395;386,5438316;201,215504;140,4436569;149,304159;226,9960397;217,2887337;0;3,818181818;33,18181818;86,81818182;55,18181818;3653100
710;261,6191961;256,0307284;260,9258811;279,7413746;279,0755809;0;40;240;550;360;101657,5597;101801,8466;101739,5107;101547,4922;101552,3523;8,154545567;7,564232826;7,4909091;8,166115631;8,829108368;0,004649534;0,004801995;0,004862897;0,004501178;0,004560282;280,8606262;280,2256248;280,2252502;287,3925892;284,8971696;279,101643;281,870095;292,0340049;292,2752935;282,1446284;349,6241538;345,1901273;366,5007324;419,1217873;402,4850103;260,2325523;256,2826385;261,4427546;275,1640514;267,7244818;0;13;58;120,4545455;82,36363636;260,1646507;253,3034571;258,1076993;276,7413746;275,3483082;0;40;230;540;350;101590,3459;101745,032;101707,1889;101474,6797;101488,2067;8,272727359;7,673323675;7,654545351;7,72066099;8,256381252;0,004554079;0,004506541;0,00463017;0,004453906;0,004460282;280,0406272;279,1792658;279,1797929;286,211681;284,4217141;278,319827;281,1973655;291,352195;291,3480197;281,7355374;346,5332447;340,3719455;362,9552779;415,1217873;398,3031921;257,5961886;253,6462763;258,3518455;273,8913241;268,2699363;0;12;58;123;83,90909091;250,1646493;246,6670935;251,834972;270,7413746;268,5301264;0;40;220;520;340;101559,4943;101686,6612;101657,5611;101416,7159;101464,8608;7,481818156;7,000596437;7,300000017;7,447933674;7,720017563;0,003799534;0,003892904;0,004181988;0,004333906;0,004450282;278,0397172;277,4765348;277,4779774;285,1480435;282,7826261;276,219832;279,8337347;290,3794667;289,7025618;280,390084;337,6241538;331,3719455;355,4098233;406,6672419;390,121374;252,9598278;248,8280945;254,4427546;270,9822332;266,7244818;0;12;59;127;86,09090909;240,6191947;239,7580025;244,7440629;262,7413746;261,2573991;0;30;220;510;330;101523,1598;101680,5526;101605,6044;101372,5994;101406,7372;6,572727203;6,555141882;6,527272745;7,020660964;7,338199442;0,003454079;0,003644722;0,004043806;0,004253906;0,004450283;276,726987;276,5519936;276,5516135;283,7289512;281,6244451;274,7107433;277,6973655;287,915827;287,8752941;279,3537182;327,9877902;324,7355818;345,3189142;395,4854237;380,3941012;246,9598278;245,2826399;249,9882091;266,2549605;263,1790272;0;10;55,18181818;120,6363636;81,09090909;11653800
711;273,9625355;283,5390375;292,7209528;300,3861667;291,7032193;0;30;187,2727273;502,7272727;337,2727273;101512,4006;101498,571;101469,4972;101164,456;101259,4134;11,74000385;12,22992446;12,76426801;9,289747672;8,929995667;0,004809075;0,005209089;0,005264484;0,00464729;0,004528479;281,3721563;281,2304244;281,2366111;288,50354;286,3661527;279,9110551;282,5237205;290,9633317;292,3521618;283,5677046;349,6753318;350,2599404;368,5082841;415,5011902;403,037925;202,9399761;168,4463973;169,4879788;233,4947205;255,5509921;0;6,181818182;36,90909091;105,1818182;75,27272727;276,0534446;289,1754012;298,7209528;293,9316212;288,7032193;0;30;156,3636364;506,3636364;334,5454545;101394,1754;101358,0895;101343,0234;101011,2905;101170,5277;10,68545844;11,08446997;11,06426811;9,807929386;9,239086671;0,00461453;0,004712726;0,004492666;0,004381835;0,004212115;281,1757896;281,1340637;281,1357089;288,6680825;286,0461481;279,7928744;282,1055409;290,126967;292,0157942;283,2313399;347,5844227;349,4417586;365,8719205;414,319372;401,2197432;196,0308852;160,9918518;162,9425243;253,040175;263,9146271;0;5,636363636;30,72727273;113;78,81818182;274,6898082;289,2663103;296,0845892;280,0225303;275,8850375;0;20;150;504,5454545;327,2727273;101273,6953;101263,4148;101202,282;100947,7138;101155,473;9,767276764;10,62083348;10,59154077;9,662474806;8,22090474;0,004373621;0,004322726;0,004151757;0,003974563;0,003738479;279,8694292;279,9358798;279,9393366;286,856265;283,5488808;278,5746932;280,9146312;288,9996976;289,7067094;281,0495245;341,3116954;343,7144859;359,326466;403,9557356;389,9470159;181,2127034;160,0827609;162,669797;262,4038114;264,7328089;0;4,181818182;30,81818182;121,4545455;83,18181818;266,7807173;280,0844921;281,902771;265,0225303;263,339583;0;20;157,2727273;496,3636364;322,7272727;101141,0994;101163,6903;101127,2834;100905,9808;101139,9233;9,058185837;9,311742609;9,182449774;9,362474788;8,71181397;0,00420453;0,003955453;0,003544484;0,003825472;0,003973024;278,4285195;278,3158791;278,3147916;283,8962597;281,4997892;277,1292364;278,9509943;286,6905989;287,0430631;279,3313404;335,7662409;336,1690313;350,0537387;389,2284629;376,4924705;184,3945215;158,8100336;165,5788879;259,5856295;259,5509907;0;3,363636364;33,09090909;117;79,09090909;8260500
712;262,9281977;268,9492271;271,1158003;288,1725991;288,7912209;0;40;239,0909091;550;360,9090909;101134,6726;101255,1555;101297,7436;101143,6108;101242,5767;11,41782752;10,64545458;9,23637104;8,98224809;9,540171276;0,004138664;0,004373771;0,004425455;0,004610814;0,00477761;282,216156;282,1082292;282,1168629;288,9622498;288,41429;280,3930803;282,9844749;291,9476318;293,8524725;285,2147134;353,8033475;353,1557118;371,3431785;421,7004339;410,4355136;261,8712297;245,3078114;255,4564833;278,1778925;277,6241566;0;11,45454545;55,72727273;119,4545455;82,45454545;260,3827431;258,4946816;263,4794367;287,9907809;289,3366755;0;40;230;530,9090909;349,9090909;101000,4751;101176,7706;101179,5916;101010,3587;101117,5149;10,45419095;9,13636355;8,627279975;9,12770267;10,25835306;0,004184119;0,004051953;0,004090001;0,004305359;0,00436761;281,3216053;280,6609608;280,6586748;288,8140703;288,1315668;279,6476302;281,448109;291,4930919;293,7433832;284,7510792;349,8942566;346,7011663;365,2522694;420,4277066;408,7991499;258,4166842;251,4896296;258,4564847;278,9960743;277,0787021;0;11,09090909;57;122;83,45454545;252,0191082;249,6764984;258,115799;284,5362355;284,5184937;0;30;220;520;339,1818182;100969,4936;101153,3665;101073,9183;100902,9411;101077,7905;8,945100091;9,109090892;8,409098062;9,127702713;10,29471675;0,003778664;0,003630135;0,003998183;0,004085359;0,00402761;278,6979703;278,2900557;278,2904968;288,359522;286,4597473;277,0021723;279,5026523;290,5476407;292,4979331;283,0328952;337,5306202;335,33753;356,3431785;414,4277066;401,7991499;251,5075947;248,1259932;255,8201225;277,9960743;275,0787021;0;11;57,72727273;125,4545455;85,18181818;248,2009263;248,5855893;256,0248899;277,8998718;276,3366755;0;30;210;505,4545455;328,3636364;100973,13;101138,9517;100986,5866;100842,8104;101104,0746;9,272372766;9,945454424;8,472734538;8,582248254;8,885625796;0,003509573;0,003495589;0,003752728;0,00371445;0,003635792;277,5852467;277,3527777;277,3595831;287,6749739;285,3897483;275,802174;278,3117482;289,1930875;290,5524736;282,5601696;331,5306202;329,7011663;350,1613603;404,791343;393,4355136;244,9621402;243,5805387;252,2746638;276,1778925;272,8968839;0;9;53,81818182;118,6363636;80,18181818;11336700
